_step,unmasked_mismatch_kl/std,masked_mismatch_kl/mean,unmasked_mismatch_kl/min,unmasked_mismatch_kl/median,masked_mismatch_kl/median,masked_mismatch_kl/min,unmasked_mismatch_kl/mean,masked_mismatch_kl/std,mismatch_kl/max,masked_mismatch_kl/max,mismatch_kl/min,mismatch_kl/median,unmasked_mismatch_kl/max,mismatch_kl/mean,mismatch_kl/std
0,0.00024990682140924037,0.0,0.0,0.0010523488745093346,0.0,0.0,0.0010455669835209846,0.0,0.0016793044051155448,0.0,0.0,0.0010523488745093346,0.0016793044051155448,0.0010455669835209846,0.00024990682140924037
1,0.00026397930923849344,0.0,0.0,0.0010464092483744025,0.0,0.0,0.001053338055498898,0.0,0.0018456093966960907,0.0,0.0,0.0010464092483744025,0.0018456093966960907,0.001053338055498898,0.00026397930923849344
2,0.00022272055502980947,0.0,0.0,0.0010297866538167,0.0,0.0,0.001051439787261188,0.0,0.001787997200153768,0.0,0.0,0.0010297866538167,0.001787997200153768,0.001051439787261188,0.00022272055502980947
3,0.00022409649682231247,0.0,0.0,0.0011041245888918638,0.0,0.0,0.0010997041827067733,0.0,0.0018215366872027516,0.0,0.0,0.0011041245888918638,0.0018215366872027516,0.0010997041827067733,0.00022409649682231247
4,0.00023556934320367873,0.0,0.0,0.0011231274111196399,0.0,0.0,0.0011343148071318865,0.0,0.0018522723112255335,0.0,0.0,0.0011231274111196399,0.0018522723112255335,0.0011343148071318865,0.00023556934320367873
5,0.0004201899573672563,0.0,0.0,0.0013401912292465568,0.0,0.0,0.0014150528004392982,0.0,0.004555333871394396,0.0,0.0,0.0013401912292465568,0.004555333871394396,0.0014150528004392982,0.0004201899573672563
6,0.0004672719514928758,0.0,0.0,0.0014048594748601317,0.0,0.0,0.0014542588032782078,0.0,0.0037704340647906065,0.0,0.0,0.0014048594748601317,0.0037704340647906065,0.0014542588032782078,0.0004672719514928758
7,0.0006115072756074369,0.0,0.0,0.001419245614670217,0.0,0.0,0.0015454753302037716,0.0,0.004285587463527918,0.0,0.0,0.001419245614670217,0.004285587463527918,0.0015454753302037716,0.0006115072756074369
8,0.0006672691670246422,0.0,0.0008769408450461924,0.001737849903292954,0.0,0.0,0.0018437395337969065,0.0,0.007839889265596867,0.0,0.0008769408450461924,0.001737849903292954,0.007839889265596867,0.0018437395337969065,0.0006672691670246422
9,0.0008442517137154937,0.0,0.0,0.001988582545891404,0.0,0.0,0.0021532203536480665,0.0,0.007909649051725864,0.0,0.0,0.001988582545891404,0.007909649051725864,0.0021532203536480665,0.0008442517137154937
10,0.0016554560279473662,0.08189427852630615,0.00100178353022784,0.0026562411803752184,0.0,0.0,0.0030880486592650414,1.0359982252120972,0.0726407989859581,15.757038116455078,0.00100178353022784,0.0026562411803752184,0.016146084293723106,0.0034004910849034786,0.0046974653378129005
11,0.0019589816220104694,0.032951101660728455,0.0,0.0032225975301116705,0.0,0.0,0.0035932341124862432,0.36707884073257446,0.047385409474372864,5.5169572830200195,0.0,0.003232672344893217,0.017045259475708008,0.003793146926909685,0.0033667946700006723
12,0.0018090105149894953,0.004812364466488361,0.0,0.003373116487637162,0.0,0.0,0.0037422101013362408,0.07729801535606384,0.013739945366978645,1.2415900230407715,0.0,0.003373116487637162,0.013739945366978645,0.0037611019797623158,0.001832252717576921
13,0.002201204188168049,0.04248099774122238,0.0,0.003969543147832155,0.0,0.0,0.004425567574799061,0.2624831199645996,0.015116333030164242,2.1292200088500977,0.0,0.004042093176394701,0.015116333030164242,0.004554762039333582,0.0023777878377586603
14,0.0025887719821184874,0.13528822362422943,0.0,0.004208914469927549,0.0,0.0,0.004751566797494888,0.5485376715660095,0.018623288720846176,5.231081008911133,0.0,0.004428904037922621,0.017911415547132492,0.005206142086535692,0.0031847567297518253
15,0.0031724986620247364,0.16093993186950684,0.0,0.005163024179637432,0.0,0.0,0.0060049970634281635,0.653448224067688,0.02732415683567524,7.974455833435059,0.0,0.005355604458600283,0.02463635616004467,0.006499914918094873,0.0037596968468278646
16,0.00316809699870646,0.14796239137649536,0.0,0.005879041738808155,0.0,0.0,0.006494162604212761,0.5356338620185852,0.022527413442730904,4.966769695281982,0.0,0.00615389458835125,0.022527413442730904,0.00695383083075285,0.0035571095068007708
17,0.003777239006012678,0.2119755744934082,0.0,0.005969048477709293,0.0,0.0,0.006639711558818817,0.6489983797073364,0.03753755986690521,5.832975387573242,0.0,0.006377477198839188,0.03753755986690521,0.007324341218918562,0.004622684326022863
18,0.003827193286269903,0.4010102152824402,0.0,0.007955369539558887,0.0,0.0,0.00821585115045309,1.3125306367874146,0.04826441779732704,14.078109741210938,0.0,0.00851093977689743,0.023323874920606613,0.009477756917476654,0.005879553500562906
19,0.003924694377928972,0.365004301071167,0.0016949956770986319,0.008202007971704006,0.0,0.0,0.008907157927751541,1.0198757648468018,0.044382695108652115,8.106036186218262,0.0016949956770986319,0.009222912602126598,0.024342801421880722,0.01026867888867855,0.005936322268098593
20,0.004325855057686567,0.6488998532295227,0.0,0.010105796158313751,0.0,0.0,0.010348695330321789,1.669647216796875,0.04614174738526344,17.299684524536133,0.0,0.010938024148344994,0.02417740970849991,0.01258006226271391,0.007058505900204182
21,0.005150604527443647,0.9393253326416016,0.0,0.012210351414978504,0.0,0.0,0.012738420628011227,1.9922140836715698,0.06479725986719131,19.652009963989258,0.0,0.01465516071766615,0.03482804447412491,0.016525324434041977,0.009394138120114803
22,0.0057740830816328526,1.1499578952789307,0.0034665646962821484,0.013904702849686146,0.0,0.0,0.01467051263898611,4.0554914474487305,0.25649508833885193,60.852333068847656,0.0034665646962821484,0.017356375232338905,0.03823085501790047,0.019805312156677246,0.017848221585154533
23,0.006355044431984425,0.853289008140564,0.004110433626919985,0.014328674413263798,0.0,0.0,0.015095245093107224,1.3867933750152588,0.05785724148154259,11.490516662597656,0.004110433626919985,0.016798188909888268,0.04401889070868492,0.018824182450771332,0.010068962350487709
24,0.007686955388635397,1.0221138000488281,0.0,0.015975069254636765,0.0,0.0,0.016689561307430267,1.5113823413848877,0.0919133871793747,12.657434463500977,0.0,0.01881183497607708,0.051861170679330826,0.020996687933802605,0.012155364267528057
25,0.00797239039093256,1.0877825021743774,0.0,0.01891295798122883,0.0,0.0,0.01911301538348198,1.3729435205459595,0.07388627529144287,7.715106964111328,0.0,0.021973073482513428,0.05225492641329765,0.024792252108454704,0.013035588897764683
26,0.009641896933317184,1.4080753326416016,0.0,0.020614048466086388,1.3155114650726318,0.0,0.02199660800397396,1.7338497638702393,0.15146231651306152,8.784136772155762,0.0,0.026336468756198883,0.07610255479812622,0.029615407809615135,0.0172968041151762
27,0.008713381364941597,1.406729817390442,0.0,0.0206877700984478,0.0,0.0,0.021755680441856384,3.5877790451049805,0.16503781080245972,53.233154296875,0.0,0.025101162493228912,0.05166829004883766,0.028943462297320366,0.01687691919505596
28,0.008851760067045689,1.107607126235962,0.0,0.020314261317253113,0.0,0.0,0.021622996777296066,2.093430757522583,0.08913704007863998,24.14331817626953,0.0,0.02471003495156765,0.04981385916471481,0.02673998475074768,0.01353548839688301
29,0.011431408114731312,1.3005183935165405,0.0,0.022375164553523064,0.0,0.0,0.023379266262054443,1.94843590259552,0.1945597529411316,16.472496032714844,0.0,0.027439020574092865,0.09050644189119339,0.031523291021585464,0.02070951834321022
30,0.011484784074127674,1.3947707414627075,0.0,0.025337686762213707,1.2992236614227295,0.0,0.02672642283141613,1.7269566059112549,0.13841179013252258,12.572114944458008,0.0,0.031838349997997284,0.06489327549934387,0.036253876984119415,0.021091774106025696
31,0.011137142777442932,1.292391061782837,0.0,0.02577207237482071,1.2224979400634766,0.0,0.02715194784104824,1.960455060005188,0.10111141949892044,21.63896942138672,0.0,0.03200561925768852,0.0616975799202919,0.034595005214214325,0.015864074230194092
32,0.01268074382096529,1.68240225315094,0.008862636983394623,0.03023476153612137,1.5155677795410156,0.0,0.032118141651153564,1.774298906326294,0.24517053365707397,14.691362380981445,0.010286104865372181,0.039736516773700714,0.09242743253707886,0.04419827088713646,0.02359672077000141
33,0.013144667260348797,1.8720402717590332,0.00997245404869318,0.030769947916269302,1.622283935546875,0.0,0.03289518877863884,2.098262310028076,0.2771322429180145,19.71530532836914,0.00997245404869318,0.04224279895424843,0.12515754997730255,0.04773087054491043,0.027509011328220367
34,0.013062886893749237,1.7786438465118408,0.011430758982896805,0.03540148213505745,1.694057822227478,0.0,0.03656690940260887,1.808995008468628,0.12661992013454437,14.340991020202637,0.01194395124912262,0.04578391835093498,0.08447442948818207,0.05116467550396919,0.024451250210404396
35,0.017266221344470978,1.7517845630645752,0.0,0.033859752118587494,1.4688186645507812,0.0,0.03614285588264465,2.879427194595337,0.31213441491127014,27.861413955688477,0.0,0.04282829537987709,0.11100785434246063,0.052979450672864914,0.03888268768787384
36,0.017541471868753433,1.7733666896820068,0.0,0.036881349980831146,1.7086772918701172,0.0,0.039742693305015564,1.6905368566513062,0.2200663983821869,11.65412425994873,0.0,0.05109879747033119,0.1335960477590561,0.057114142924547195,0.030841588973999023
37,0.017152883112430573,2.016502618789673,0.0,0.041894011199474335,1.8888630867004395,0.0,0.04397593438625336,2.4481911659240723,0.7118247151374817,25.897098541259766,0.0,0.06105073168873787,0.1195627823472023,0.06769514828920364,0.053231220692396164
38,0.020416246727108955,2.1826272010803223,0.0,0.04580187052488327,2.0453720092773438,0.0,0.046942733228206635,2.6149659156799316,0.30773377418518066,29.039091110229492,0.0,0.06505250185728073,0.1172519400715828,0.07376664876937866,0.04532167315483093
39,0.020806217566132545,1.981559157371521,0.0,0.049956951290369034,1.7394380569458008,0.0,0.04986637458205223,2.431131601333618,0.4322035014629364,23.093074798583984,0.0,0.06719459593296051,0.13924172520637512,0.07750972360372543,0.0515502393245697
40,0.022006994113326073,2.3134255409240723,0.013309766538441181,0.05429120734333992,2.1479439735412598,0.0,0.058189742267131805,2.260667085647583,0.319591224193573,27.529979705810547,0.013309766538441181,0.0898171216249466,0.1485842615365982,0.09433437883853912,0.04795027896761894
41,0.02321428619325161,2.217898368835449,0.0,0.05446174740791321,1.9687904119491577,0.0,0.05788223817944527,2.0402283668518066,0.29266396164894104,12.099645614624023,0.0,0.08456376194953918,0.13672888278961182,0.09425293654203415,0.05053221061825752
42,0.02884390763938427,2.2431280612945557,0.0,0.06204994395375252,2.021028757095337,0.0,0.06356409192085266,1.7107330560684204,0.35526415705680847,10.89831829071045,0.0,0.09882235527038574,0.17010895907878876,0.10675634443759918,0.059440977871418
43,0.02541271783411503,2.604762554168701,0.014034098945558071,0.05951959639787674,2.2244484424591064,0.0,0.06434272229671478,3.116520404815674,0.8342617154121399,29.420623779296875,0.017279639840126038,0.09431441128253937,0.15772022306919098,0.12025351822376251,0.09519483894109726
44,0.02697252482175827,2.208138942718506,0.0,0.06487632542848587,2.1391563415527344,0.0,0.06845341622829437,2.0426833629608154,1.49532949924469,25.595693588256836,0.0,0.1036294624209404,0.148668572306633,0.11971045285463333,0.10324551165103912
45,0.029059434309601784,2.7003097534179688,0.0028245444409549236,0.06733784824609756,2.3000495433807373,0.0,0.07312019914388657,2.6535637378692627,0.7669796943664551,25.36830711364746,0.012791372835636139,0.11292565613985062,0.21235546469688416,0.14419594407081604,0.09500785917043686
46,0.03311128914356232,2.7155110836029053,0.0,0.07098040729761124,2.569554328918457,0.0,0.07255769520998001,2.000447988510132,0.5192023515701294,13.82215690612793,0.0,0.14013071358203888,0.18440476059913635,0.15188822150230408,0.09345382452011108
47,0.03191396966576576,2.6716785430908203,0.0,0.07496165484189987,2.5163891315460205,0.0,0.07768645882606506,1.596031665802002,0.576308012008667,13.553262710571289,0.0,0.14632868766784668,0.18277812004089355,0.15409015119075775,0.07917502522468567
48,0.03321082144975662,2.8113698959350586,0.027270304039120674,0.08554799109697342,2.7572991847991943,0.0,0.0888100117444992,1.5635946989059448,0.7285535931587219,11.552908897399902,0.038591064512729645,0.1781635731458664,0.22404341399669647,0.19323386251926422,0.09942656755447388
49,0.035792477428913116,2.968625783920288,0.0,0.08286948502063751,2.6237118244171143,0.0,0.0850340723991394,3.177722215652466,1.5670349597930908,44.133888244628906,0.0,0.17736610770225525,0.20681536197662354,0.19646552205085754,0.1457088589668274
50,0.04190465435385704,2.905778408050537,0.0,0.08902591466903687,2.7768020629882812,0.0,0.09207435697317123,1.7898205518722534,0.9023842215538025,14.200896263122559,0.0,0.19167079031467438,0.2394903153181076,0.21570105850696564,0.1323445439338684
51,0.0408448651432991,3.4884002208709717,0.0,0.09016920626163483,2.7875781059265137,0.0,0.09328648447990417,6.507322311401367,4.342275142669678,97.57257080078125,0.0,0.21138837933540344,0.2476711869239807,0.25026461482048035,0.29373443126678467
52,0.038243819028139114,3.0247678756713867,0.024339260533452034,0.10313872992992401,2.8503944873809814,0.0,0.10491982847452164,1.9723987579345703,0.755828320980072,18.027036666870117,0.054136551916599274,0.21972014009952545,0.2802402675151825,0.24296167492866516,0.11980901658535004
53,0.03889237344264984,3.4014699459075928,0.03947235271334648,0.097804494202137,2.9497621059417725,0.0,0.10280799120664597,4.002753734588623,1.41000497341156,51.89620590209961,0.04759393632411957,0.24500912427902222,0.31542855501174927,0.277327299118042,0.17219381034374237
54,0.04925243556499481,3.102175712585449,0.0,0.10434281080961227,2.8639369010925293,0.0,0.10745099931955338,1.8890405893325806,1.937491774559021,14.74870777130127,0.0,0.2989408075809479,0.29675543308258057,0.3235960900783539,0.2095976024866104
55,0.046675924211740494,3.3927230834960938,0.0,0.1162622794508934,2.8371827602386475,0.0,0.11591683328151703,4.622018337249756,7.029857635498047,69.17347717285156,0.0,0.3206018805503845,0.32055941224098206,0.36983394622802734,0.46220168471336365
56,0.05289538949728012,3.9564599990844727,0.031796760857105255,0.11778854578733444,3.070218324661255,0.0,0.12378578633069992,6.067501068115234,4.534005641937256,73.66844177246094,0.05994633957743645,0.3293910622596741,0.402965247631073,0.39992251992225647,0.3543189764022827
57,0.04912475869059563,3.5301408767700195,0.0,0.11634689569473267,2.8908114433288574,0.0,0.12072734534740448,3.0443437099456787,3.4553253650665283,30.547277450561523,0.0,0.3220044672489166,0.2993800938129425,0.3909720778465271,0.34888407588005066
58,0.048499226570129395,3.5536298751831055,0.04089780151844025,0.12516333162784576,3.2073538303375244,0.0,0.13039425015449524,1.9990098476409912,1.3032851219177246,16.82467269897461,0.06187351420521736,0.3815728425979614,0.46240493655204773,0.40681156516075134,0.21093107759952545
59,0.05428333953022957,3.836060047149658,0.004447446670383215,0.12035398930311203,3.4652576446533203,0.0,0.12615904211997986,2.304734945297241,3.0031943321228027,24.13379669189453,0.02093053236603737,0.3953644335269928,0.5440454483032227,0.4462276101112366,0.29040154814720154
60,0.07215069979429245,3.5707476139068604,0.0,0.1294756829738617,3.2606494426727295,0.0,0.1376238763332367,2.729945421218872,4.295327186584473,30.699865341186523,0.0,0.382980614900589,0.5561442971229553,0.4316408336162567,0.3285987079143524
61,0.05812268331646919,3.608196496963501,0.0,0.11933903396129608,3.2586989402770996,0.0,0.12476310133934021,2.4338252544403076,1.991674780845642,21.750574111938477,0.0,0.4028993248939514,0.3733553886413574,0.4649559557437897,0.306064248085022
62,0.057690560817718506,3.409564971923828,0.008107304573059082,0.12550722062587738,3.1171202659606934,0.0,0.13511309027671814,2.082435369491577,1.9987661838531494,20.07342529296875,0.008107304573059082,0.4490562677383423,0.4401664733886719,0.49341753125190735,0.2811996638774872
63,0.06921955198049545,4.1325225830078125,0.0,0.14013983309268951,3.196929931640625,0.0,0.143300861120224,8.390506744384766,6.639111518859863,118.17631530761719,0.0,0.49187958240509033,0.3524220287799835,0.5796857476234436,0.6382387280464172
64,0.06262251734733582,3.9272875785827637,0.0,0.13104942440986633,3.3851470947265625,0.0,0.1372004896402359,4.412999629974365,3.802294969558716,59.551048278808594,0.0,0.535159707069397,0.3387240767478943,0.5977317690849304,0.4108184576034546
65,0.06552699208259583,4.236210823059082,0.0,0.140011265873909,3.2594032287597656,0.0,0.13812893629074097,10.97216510772705,14.687589645385742,171.88499450683594,0.0,0.5610500574111938,0.36671486496925354,0.6668576002120972,1.0388665199279785
66,0.06759876757860184,4.154969215393066,0.01794564723968506,0.14016512036323547,3.5744850635528564,0.0,0.15370169281959534,4.447358131408691,5.614529609680176,47.126068115234375,0.01794564723968506,0.6053027510643005,0.4165250062942505,0.6856794357299805,0.527099609375
67,0.06933435052633286,4.008072376251221,0.0,0.13958489894866943,3.5873444080352783,0.0,0.14568185806274414,3.8450605869293213,8.783626556396484,39.973960876464844,0.0,0.6000295877456665,0.4440312683582306,0.6751520037651062,0.6778464317321777
68,0.08421144634485245,4.195868968963623,0.0,0.15183788537979126,3.6322126388549805,0.0,0.1581011861562729,4.449203968048096,12.132434844970703,62.075592041015625,0.0,0.6476849913597107,0.5399026870727539,0.8161889910697937,0.9513790607452393
69,0.09456758201122284,4.190164089202881,0.0,0.14817988872528076,3.666546583175659,0.0,0.16590440273284912,3.913010597229004,7.761074066162109,43.36793899536133,0.0,0.7686806917190552,0.6900742053985596,0.8426579236984253,0.6923444867134094
70,0.08234640210866928,4.367210865020752,0.003373314393684268,0.15536236763000488,3.6238327026367188,0.0,0.16174255311489105,6.338235855102539,22.988428115844727,89.32782745361328,0.003373314393684268,0.7328041195869446,0.5706339478492737,0.9253952503204346,1.5495977401733398
71,0.10658998042345047,4.245020389556885,0.0,0.1582595258951187,3.522747039794922,0.0,0.17386874556541443,4.07452392578125,5.55160665512085,38.433780670166016,0.0,0.7637088894844055,0.8838969469070435,0.8868193030357361,0.6303810477256775
72,0.09402325004339218,4.028340816497803,0.0,0.15452149510383606,3.510878562927246,0.0,0.17016935348510742,2.8448212146759033,8.715265274047852,34.449737548828125,0.0,0.7933080792427063,0.5293259024620056,0.947364091873169,0.7469503283500671
73,0.1009729877114296,3.930290460586548,0.0,0.1642325222492218,3.671623945236206,0.0,0.17804275453090668,2.1308324337005615,4.200480937957764,17.520334243774414,0.0,0.9118648171424866,0.6204755902290344,0.9967920184135437,0.6080146431922913
74,0.09845404326915741,4.660294532775879,0.0,0.1702057421207428,4.273555278778076,0.0,0.18545150756835938,3.1908228397369385,9.1890230178833,26.814682006835938,0.0,1.1239497661590576,0.5988488793373108,1.2608773708343506,0.9046809077262878
75,0.10107357054948807,4.776254653930664,0.001353018800728023,0.17062270641326904,4.146514415740967,1.306567907333374,0.18589474260807037,3.3750767707824707,20.867027282714844,41.49747085571289,0.12428432703018188,1.2251790761947632,0.6898205876350403,1.368395209312439,1.4101178646087646
76,0.11631034314632416,4.721224784851074,0.0,0.16479434072971344,4.000731945037842,0.0,0.18475283682346344,4.704278945922852,33.19952392578125,62.1257209777832,0.0,1.0940767526626587,0.7303870916366577,1.3852894306182861,2.24111008644104
77,0.11990682035684586,4.823425769805908,0.0,0.1741589903831482,4.4964189529418945,0.0,0.18513594567775726,5.207914352416992,19.680286407470703,82.82382202148438,0.0,1.27351975440979,0.6583458781242371,1.4276217222213745,1.3460793495178223
78,0.12146634608507156,4.333851337432861,0.0,0.1370709091424942,4.05976676940918,0.0,0.16610634326934814,2.569514513015747,8.035316467285156,18.071208953857422,0.0,1.1889152526855469,0.7950665950775146,1.292685866355896,0.8848888874053955
79,0.11915126442909241,5.017890930175781,0.001434817910194397,0.16575919091701508,4.372485160827637,0.0,0.18273454904556274,4.177114486694336,18.017166137695312,47.85728073120117,0.001434817910194397,1.3696736097335815,0.6798714995384216,1.6045587062835693,1.5802537202835083
80,0.11436719447374344,6.813809394836426,0.0,0.1452469825744629,4.438565254211426,0.0,0.16450749337673187,25.11441421508789,74.99654388427734,358.244140625,0.0,1.264019250869751,0.653710126876831,1.985947847366333,5.947545051574707
81,0.1267782300710678,8.837890625,0.0,0.16608285903930664,4.609412670135498,0.0,0.18927907943725586,49.3674201965332,306.8735046386719,742.7781372070312,0.0,1.5050048828125,0.8096533417701721,3.1954944133758545,19.897247314453125
82,0.11090872436761856,5.05697774887085,0.0,0.15694934129714966,4.469827651977539,0.0,0.1770680844783783,4.438763618469238,18.599903106689453,61.14120864868164,0.0,1.42610502243042,0.6587585210800171,1.5883837938308716,1.3586689233779907
83,0.10859885066747665,5.775782585144043,0.006541925016790628,0.1522117704153061,5.135923385620117,0.0,0.17216944694519043,10.067155838012695,70.18546295166016,163.57501220703125,0.13105766475200653,1.788851261138916,0.6851544976234436,2.077589273452759,4.3571696281433105
84,0.11683088541030884,5.0012335777282715,0.0,0.17049944400787354,4.694122314453125,0.0,0.19318698346614838,3.4230234622955322,10.050640106201172,46.49080276489258,0.0,1.705507516860962,0.6187848448753357,1.7731189727783203,1.0876270532608032
85,0.09883284568786621,6.49122953414917,0.0,0.14972513914108276,5.287360668182373,0.0,0.16763105988502502,10.723647117614746,64.18181610107422,135.36907958984375,0.0,2.0754196643829346,0.5549025535583496,2.4866786003112793,4.331248760223389
86,0.12582746148109436,5.422834396362305,0.0,0.1515119969844818,5.064404487609863,0.0,0.16864554584026337,6.92229700088501,58.79572296142578,109.865478515625,0.0,1.8304792642593384,0.7349416613578796,2.137939214706421,3.6886556148529053
87,0.11521288007497787,6.078043460845947,0.0,0.16125036776065826,5.836632251739502,0.0,0.17765186727046967,3.169451951980591,14.053709030151367,35.70365905761719,0.0,2.297238349914551,0.7529734373092651,2.499347686767578,1.5694539546966553
88,0.1331985890865326,6.216180801391602,0.0,0.14239755272865295,6.161601543426514,0.0,0.17386013269424438,2.7512106895446777,11.517224311828613,26.69141387939453,0.0,2.450316905975342,0.6723922491073608,2.515167474746704,1.3042845726013184
89,0.13884799182415009,5.635406494140625,0.0,0.14608190953731537,5.703511714935303,0.0,0.1681288480758667,2.3650383949279785,8.218714714050293,13.100253105163574,0.0,2.1074917316436768,1.0001487731933594,2.301811933517456,1.2738991975784302
90,0.10936333239078522,6.9052276611328125,0.0,0.14329686760902405,6.327753067016602,0.0,0.1541314423084259,9.732398986816406,50.07849884033203,135.693359375,0.0,2.429072380065918,0.6232102513313293,2.8137452602386475,3.8844075202941895
91,0.1358378529548645,6.666835308074951,0.0,0.14056642353534698,6.158238887786865,0.0,0.16471777856349945,10.218771934509277,54.159423828125,133.78955078125,0.0,2.6010284423828125,0.8100446462631226,2.8452160358428955,4.5585103034973145
92,0.12328509241342545,6.431527614593506,0.0,0.13666567206382751,6.392693519592285,0.0,0.15409047901630402,3.8490099906921387,16.851573944091797,37.06711196899414,0.0,2.889540195465088,0.6557714939117432,2.922426700592041,1.8566538095474243
93,0.1344064474105835,12.854239463806152,0.0,0.1229422390460968,6.73974084854126,0.0,0.15511657297611237,92.16021728515625,332.1437072753906,1494.4019775390625,0.0,3.113415002822876,0.6385000944137573,4.52390193939209,20.492549896240234
94,0.13918329775333405,7.007117748260498,0.0,0.13515129685401917,7.148146629333496,0.0,0.15324372053146362,4.567698001861572,40.12161636352539,64.92525482177734,0.0,3.0851593017578125,0.7301395535469055,3.311211347579956,2.8480091094970703
95,0.129304438829422,7.567277431488037,0.0,0.13030722737312317,7.700812339782715,0.0,0.15612292289733887,2.4958391189575195,8.351269721984863,16.419626235961914,0.0,3.581453800201416,0.7311843037605286,3.6902310848236084,1.5766849517822266
96,0.1552203744649887,8.261926651000977,0.0,0.11920043081045151,8.073905944824219,0.0,0.16016113758087158,6.011726379394531,25.968017578125,86.50838470458984,0.0,3.9486191272735596,0.9471004009246826,4.033596992492676,2.4016475677490234
97,0.16151368618011475,9.340808868408203,0.0,0.10988551378250122,8.29695987701416,0.0,0.1567324697971344,17.84647560119629,155.79129028320312,294.2032470703125,0.0,4.3287434577941895,1.0997724533081055,4.976541519165039,9.524005889892578
98,0.14231126010417938,9.145633697509766,7.549921519967029e-06,0.10529810190200806,8.744590759277344,0.0,0.14203937351703644,7.909292221069336,25.882923126220703,127.52803039550781,0.2860395014286041,4.02263069152832,0.737014651298523,4.251529693603516,2.3521111011505127
